,type,sampler,initer,imputer,Potassium,Sodium,Creatinine,Chloride,Urea Nitrogen,Bicarbonate,Anion Gap,Glucose,Magnesium,"Calcium, Total",Phosphate
1,mean,"({'droprate': 0.9, 'data_cols': ['allinref', 'age', 'charttime', 'time_cluster', 'Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate', 'race_BLACK', 'race_HISPANIC', 'race_UNKNOWN', 'race_WHITE', 'gender_F', 'gender_M'], 'target_cols': ['Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate']}, 'UniformMissing')","({'n_neighbors': 2}, 'KNNInit')","({'n_iterations': 1}, 'FeaturePropagation')",0.2006673187756584,281.04714242507237,0.022879752073337655,108.42947521882766,57.835838384244745,9.774385610213342,3.54985387070163,227.97377229198304,0.051739605454375004,1.19053399194724,0.22850536359042187
2,std,"({'droprate': 0.9, 'data_cols': ['allinref', 'age', 'charttime', 'time_cluster', 'Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate', 'race_BLACK', 'race_HISPANIC', 'race_UNKNOWN', 'race_WHITE', 'gender_F', 'gender_M'], 'target_cols': ['Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate']}, 'UniformMissing')","({'n_neighbors': 2}, 'KNNInit')","({'n_iterations': 1}, 'FeaturePropagation')",0.015578494774757473,27.39956727322537,0.005718692025478331,9.016527694114647,10.660355868026167,1.0475674146463658,0.23964528446559835,30.925950875824626,0.004779363933394611,0.18163993860658834,0.008938400618459684
3,mean,"({'droprate': 0.9, 'data_cols': ['allinref', 'age', 'charttime', 'time_cluster', 'Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate', 'race_BLACK', 'race_HISPANIC', 'race_UNKNOWN', 'race_WHITE', 'gender_F', 'gender_M'], 'target_cols': ['Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate']}, 'UniformMissing')","({'n_neighbors': 2}, 'KNNInit')","({'n_iterations': 2}, 'FeaturePropagation')",0.22381207426125896,286.16664329257867,0.024306680562256787,106.46890772397168,57.07836848403802,9.778200587055075,3.009617697180667,253.2198008066172,0.05290141707091199,1.0851288711913945,0.19856066340543355
4,std,"({'droprate': 0.9, 'data_cols': ['allinref', 'age', 'charttime', 'time_cluster', 'Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate', 'race_BLACK', 'race_HISPANIC', 'race_UNKNOWN', 'race_WHITE', 'gender_F', 'gender_M'], 'target_cols': ['Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate']}, 'UniformMissing')","({'n_neighbors': 2}, 'KNNInit')","({'n_iterations': 2}, 'FeaturePropagation')",0.021478154081629845,29.882708883448267,0.002821135620605334,7.9598936306437595,13.111255931541322,0.8859336289741526,0.7188474740144596,35.15721946220203,0.006348374249702615,0.06018346372867212,0.0367367865896312
5,mean,"({'droprate': 0.9, 'data_cols': ['allinref', 'age', 'charttime', 'time_cluster', 'Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate', 'race_BLACK', 'race_HISPANIC', 'race_UNKNOWN', 'race_WHITE', 'gender_F', 'gender_M'], 'target_cols': ['Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate']}, 'UniformMissing')","({'n_neighbors': 2}, 'KNNInit')","({'n_iterations': 4}, 'FeaturePropagation')",0.22752686325414645,280.5831369412664,0.02455325989489241,102.20949346086331,54.2241775949174,9.838165715449673,3.0900331285785905,243.834702717006,0.050151136765042306,1.133376723174334,0.20746260270262282
6,std,"({'droprate': 0.9, 'data_cols': ['allinref', 'age', 'charttime', 'time_cluster', 'Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate', 'race_BLACK', 'race_HISPANIC', 'race_UNKNOWN', 'race_WHITE', 'gender_F', 'gender_M'], 'target_cols': ['Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate']}, 'UniformMissing')","({'n_neighbors': 2}, 'KNNInit')","({'n_iterations': 4}, 'FeaturePropagation')",0.020246865805449425,16.122085508641337,0.0038125862711905823,7.349935062718866,11.94189546669492,0.9216321815946296,0.508838336522484,27.26411595561699,0.0027556839477995455,0.07511607491962324,0.018759793336074974
7,mean,"({'droprate': 0.9, 'data_cols': ['allinref', 'age', 'charttime', 'time_cluster', 'Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate', 'race_BLACK', 'race_HISPANIC', 'race_UNKNOWN', 'race_WHITE', 'gender_F', 'gender_M'], 'target_cols': ['Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate']}, 'UniformMissing')","({'n_neighbors': 2}, 'KNNInit')","({'n_iterations': 8}, 'FeaturePropagation')",0.21658120626842353,269.98789598673824,0.02376491138512941,99.96215053583221,54.80516836153961,9.022890896790926,3.094922943014093,259.82053042457284,0.04992029155366887,1.160842115861852,0.2194169944674443
8,std,"({'droprate': 0.9, 'data_cols': ['allinref', 'age', 'charttime', 'time_cluster', 'Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate', 'race_BLACK', 'race_HISPANIC', 'race_UNKNOWN', 'race_WHITE', 'gender_F', 'gender_M'], 'target_cols': ['Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate']}, 'UniformMissing')","({'n_neighbors': 2}, 'KNNInit')","({'n_iterations': 8}, 'FeaturePropagation')",0.02128498559630457,22.315635099277387,0.0045336591482813765,5.985401656652924,4.938863638229538,1.0740253155661574,0.23682464489104896,26.3132878399194,0.0013597517507093998,0.06114146016750023,0.011954884046952725
9,mean,"({'droprate': 0.9, 'data_cols': ['allinref', 'age', 'charttime', 'time_cluster', 'Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate', 'race_BLACK', 'race_HISPANIC', 'race_UNKNOWN', 'race_WHITE', 'gender_F', 'gender_M'], 'target_cols': ['Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate']}, 'UniformMissing')","({'n_neighbors': 4}, 'KNNInit')","({'n_iterations': 1}, 'FeaturePropagation')",0.23624568846352628,272.2542994123861,0.024899166188766995,102.51632515719568,54.14187971926858,9.348400249747694,3.306951957909802,251.73888236041313,0.049817875831974945,1.145216823633319,0.1808998269973746
10,std,"({'droprate': 0.9, 'data_cols': ['allinref', 'age', 'charttime', 'time_cluster', 'Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate', 'race_BLACK', 'race_HISPANIC', 'race_UNKNOWN', 'race_WHITE', 'gender_F', 'gender_M'], 'target_cols': ['Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate']}, 'UniformMissing')","({'n_neighbors': 4}, 'KNNInit')","({'n_iterations': 1}, 'FeaturePropagation')",0.02400949150729771,14.280612263420519,0.002822929717007829,16.960599311513437,8.491376606169796,0.6419574720799596,0.3090368609355335,18.844999683321962,0.003470420000093164,0.1186690319232995,0.026530223932941428
11,mean,"({'droprate': 0.9, 'data_cols': ['allinref', 'age', 'charttime', 'time_cluster', 'Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate', 'race_BLACK', 'race_HISPANIC', 'race_UNKNOWN', 'race_WHITE', 'gender_F', 'gender_M'], 'target_cols': ['Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate']}, 'UniformMissing')","({'n_neighbors': 4}, 'KNNInit')","({'n_iterations': 2}, 'FeaturePropagation')",0.22840012288826186,276.48373023525807,0.025935928593851725,94.81144573361028,58.394649730962236,9.609508646549456,3.3098870020726716,260.27851734895023,0.054583122357923855,1.1507582628926656,0.20734102393432918
12,std,"({'droprate': 0.9, 'data_cols': ['allinref', 'age', 'charttime', 'time_cluster', 'Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate', 'race_BLACK', 'race_HISPANIC', 'race_UNKNOWN', 'race_WHITE', 'gender_F', 'gender_M'], 'target_cols': ['Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate']}, 'UniformMissing')","({'n_neighbors': 4}, 'KNNInit')","({'n_iterations': 2}, 'FeaturePropagation')",0.010347342777216504,24.058779651027802,0.0012935252905840787,10.0311245671865,16.092165611105447,0.5192627603829129,0.25484628728995334,21.408710416037597,0.003949359439344877,0.12556295443639306,0.025082405025405072
13,mean,"({'droprate': 0.9, 'data_cols': ['allinref', 'age', 'charttime', 'time_cluster', 'Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate', 'race_BLACK', 'race_HISPANIC', 'race_UNKNOWN', 'race_WHITE', 'gender_F', 'gender_M'], 'target_cols': ['Potassium', 'Sodium', 'Creatinine', 'Chloride', 'Urea Nitrogen', 'Bicarbonate', 'Anion Gap', 'Glucose', 'Magnesium', 'Calcium, Total', 'Phosphate']}, 'UniformMissing')","({'n_neighbors': 4}, 'KNNInit')","({'n_iterations': 4}, 'FeaturePropagation')",0.2294309183531183,279.8389686239189,0.0262590458881429,112.32220144229373,62.08984259799253,9.129124122819073,2.9908834835089917,231.7609474267652,0.04719778448502496,1.1600892914043632,0.20927718981019788
